text,category
Apple on Congress. Nice. RT @mention Apple set to open popup shop in core of SXSW action {link} #SXSW #Apple,Neutral emotion
Egyptian content flood. &quot;Google had to put up two more servers after web came back up.&quot; #SxSW #sxswsa,Neutral emotion
iPad app content needs to be shallow but engaging #sxsw,Neutral emotion
Trying 2 convince @mention 2 watch the launch of google Social network at #SXSW . I didn't know there was going to be comedy?!,Negative emotion
"@mention Cool! That means we can watch Ustream in Skyfire browser on iPhone :-)
(Safari doesn't work) 
Have fun!  #sxsw",Positive emotion
"Could be cool. RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",Positive emotion
"Eating a coolhaus ice cream sandwich at the Google party. Hmmm, happy. #sxsw",Positive emotion
I really could use one of those tiny MacBook Airs. Did I read that Apple set up a temporary store at SXSW? Where is it? #SXSW,Positive emotion
It's the couple from that Evo vs. iPhone video! #sxsw {link},Neutral emotion
I have a couple of iPad paintings being exhibited for #sxsw at the Austin Details Gallery. Show opens this Friday - {link},Neutral emotion
"Google recreated the code for Pac-Man for their doodle, original bugs included. #sxsw #googledoodles",Neutral emotion
@mention crew ripped up Android party - thanks for having us Droid! {link} #sxsw,Positive emotion
#Want: Micro USB charger for Samsung Android or Kindle at #SXSW starting 3/11. Will pay $10 for 7 days: {link} #snapgoods,Neutral emotion
The data crunch at #SXSW is crippling Google Voice. Back to regular texting we go...,Negative emotion
new product idea: pants with a built in iphone charging dock built into the pocket! #sxsw,Positive emotion
"True,expect more insidious approaches, like Apple subscriptions. RT @mention {link} . Disgraceful.  #libraries #sxsw",Negative emotion
"#bjdproductions #Apple heads to #SXSW, sets up temporary store in Austin {link} #tech",Neutral emotion
#bjdproductions #Apple Opening Pop-Up Store In Austin For #SXSW {link} #tech,Neutral emotion
#bjdproductions #Apple Opening Pop-Up Store in Austin for #SXSW Geekfest [Apple] {link} #tech,Neutral emotion
"#bjdproductions #Apple saves #SXSW, set to open pop-up store {link} #tech",Neutral emotion
#bjdproductions #Lightbox_Photos Wants To Be Your New #Android Camera App (#SXSW) {link} #tech,Neutral emotion
"#bjdproductions At #SXSW, #Apple schools the marketing experts {link} #tech",Neutral emotion
"#bjdproductions Before It Even Begins, #Apple Wins #SXSW {link} #tech",Positive emotion
#bjdproductions Google to launch new social network at #SXSW? {link} #tech,Neutral emotion
{link} Security guard enjoying the iPad2 at the Apple Store in Austin... #sxsw,Positive emotion
Media Circus: Guy walks out of Apple's popup store at #SXSW with 1st #iPad2 now. In Austin at 6th &amp; Congress. {link},Neutral emotion
Sosososo cuteeeeee {link} #thingsthatdontgotogether Jalen Rose #sxsw iPad,Neutral emotion
Google's Cutts says reputation and topicality are the 2 keys that matter in site rankings. #qagb #sxsw,Neutral emotion
Unimitated - Fingerprint Security Scan - {link} #iTunes #ipad2 #1990style #SXSW,Positive emotion
"#flipboard - when bldg app for AppStore, need wholistic mktg awareness, p.r. strategy to drive adoption Don't just rely on Apple. #rji #sxsw",Negative emotion
What would #copyright look like if created today? w/ @mention CEO/Pres Floor64 Inc &amp; William Patry Sr Copyright counsel Google #sxsw,Neutral emotion
#Apple and #HP are 'popping in' for #SXSW; both setting up temp sites: {link} #Austin #Atx #Austinbusiness,Neutral emotion
Extra iPad 2 for sale in Austin convention center who wants one? {link},Neutral emotion
#tech iPad 2 Gets Temporary #Apple_Store for #SXSW {link},Positive emotion
"Also, iPad 2 ordered. Now I don't have to stand in line, wasting valuable fellowship time. #sxsw",Positive emotion
"Discovered a new conversation icebreaker: &quot;Hey, is that the new iPad 2? Why yes it is...&quot; #SXSW #social",Positive emotion
I composed a tweet so acerbic and cynical about ipad users that my phone crashed and dumped all my apps. #twitterpower #sxsw #imthatgood,Negative emotion
"Google and ACLU are buddies?ÛÏ@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswÛ",Neutral emotion
Wish I had an iPad right now. Lasts longer than the phone and not as awkward as the laptop. #SXSW,Positive emotion
That could be dangerous RT @mention Sweet...Apple listened to us!  A temp Apple Store near #SXSW for iPad2 launch!  {link},Positive emotion
that would be me (via @mention Apple's opened a pop-up store in Austin so the nerds @mention #SXSW can get new iPads. {link} #cnet,Neutral emotion
This could be the first big news out of #sxsw... {link}  Google building new social framework.,Positive emotion
Google and Bing meet at #SXSW after their lovers tiff last month but it seems to have been disappointingly friendly {link},Negative emotion
Google and Bing page rank panel is ridiculously crowded. Is Al Franken or Justin Timberlake here? #sxsw {link},Negative emotion
Google and Bing sitting on the same panel. They don't look like they want to punch each other in the face. Cc: @mention #sxsw,Neutral emotion
Unexpected bonus of waking up at 4am to make #SXSW flight: being up to order iPad 2 right as it's released,Positive emotion
"Surrounded by tats, piercings, live music, gadgets galore -- yep,  hipster heaven! #Google, #gsdm #welivehere #wepartyhere #sxsw",Neutral emotion
&quot;iPad cleaner&quot; takes on two very different terms at #sxsw,Neutral emotion
Near Field Communication already here on android phones. #SXSW #bemyneighbor,Positive emotion
"My #agnerd confession, using laptop, iPad and blackberry to follow #SXSW from afar to see #agchat rock it",Neutral emotion
Major iPad design flaw: the SXSW Go iPad app. It doesn't stay open when you switch apps! #ipaddesignheadaches #sxsw,Negative emotion
"&quot;iPad Design Headaches (2 Tablets, Call in the Morning)&quot; at #SXSW is packed!",Neutral emotion
I'm headed down to #SXSW to hear a talk on integrated social network dynamics and team synergy.  I've got my iPad ready to go.,Positive emotion
"When bored during a keynote #sxsw, use your iPad to draw a picture - even if you are not a good artist!  {link} #sxswi",Positive emotion
SXSW Crowd Earns $10K for Charity by Playing a Game [PICS]: In an unusual keynote speech... {link} #News #sxsw #Cyber #iPhone,Neutral emotion
Your brand focus? RT @mention 'Trust of Zappos + Likability of Virgin + Product of Apple' - recipe for success @mention #SXSW,Positive emotion
"When brand focuses on purpose, not object, they survive &amp; succeed. Google: not search, useful info. Nike: not sneakers, performance. #sxsw",Positive emotion
Unexpected geekout moment of #sxsw so far: talked with the guys who are bringing the Traveller RPG to the iPhone.,Positive emotion
Ladies and gentlemen - Mr. Street  RT @mention I've been having meetings while I'm in line at the #SXSW PopUp Apple Store for the iPad2.,Neutral emotion
Only stood in line for 30 minutes to buy 2 iPads at the Apple pop-up store. #apple #sxsw #ipad #austin #fuckyeah,Positive emotion
"Sam licked it, so it's his! RT: @mention How I got an iPad 2 during #SXSW! {link} cc @mention",Positive emotion
iPad 2 and Its Rivals: How They Stack Up {link} #bnet #biz #ipad2 #apple #sxsw #ipad #tablet #xoom #tech #laptop #pics #sale,Neutral emotion
"free #iPad Lounge open daily for #SXSW serving art made on iPads, and local art, free coffee, @mention Austin Details {link} #photo",Neutral emotion
"Best Brand Marketing at #SXSW: GE @mention solar powered carousel, @mention Rock 'n Roll Trailer Park, Apple's iPad2 pop-up shop",Neutral emotion
"Just added my #SXSW flights to @mention Matching people on planes/airports. Also downloaded the @mention iPhone app, nicely done.",Positive emotion
Just found out new mapquest iPhone app has turn-by-turn gps for free... Time to check it out and get reacquainted with mq #sxsw,Positive emotion
You should probably put that away... RT @mention at the Android party and kinda embarrassed by my iPhone #SXSW,Negative emotion
"Aha! Found proof of lactation room, excuse me, &quot;Mother's Room,&quot; brought to you by Google, at last year's #SXSW. {link}",Neutral emotion
makes good sense RT @mention Apple set to open popup shop in core of SXSW action {link} via @mention #SXSW,Positive emotion
UBER BRAND SMART: Gonna move a ton of iPad2 - #Apple opening a popup shop in Austin for #SxSW  {link} via@mention @mention,Positive emotion
#localmind sounds awesome.. location based Q&amp;A could be incredibly useful. {link} #iphone #sxsw,Positive emotion
#sxsw ipad store sold out of everything except 64gig wifi only white,Neutral emotion
Just heard that Apple is opening a store in downtown Austin tomorrow to sell iPads to #SXSW attendees.,Positive emotion
"I'm bummed that I missed the Team Android party at #SXSW... Oh well, CTIA is right around the corner... Boom, roasted...",Neutral emotion
Hah! Found the &quot;popup&quot; Apple store where the iPad 2 will be on sale 2moro - gold's gym at 6th and Congress:  {link} #sxsw,Neutral emotion
Just saved the #sxsw 'I'm so productive I don't get anything done' with my iPad dongle. Get get'm #sxswbusy,Neutral emotion
Just found the back door into the #sxsw apple store. #ip2 ftw!,Neutral emotion
Almost had the worst #sxsw FAIL... Left my iPhone on the kitchen counter. Realized it after 5 min of driving to the airport...,Neutral emotion
Don't need to charge at #sxsw if you're talking in the sun with your iphone: {link} boom!,Neutral emotion
Interested to hear how it's different from Google Buzz. RT @mention Get ready for the word &quot;Circles&quot; to be trending #SXSWi #SXSW :),Positive emotion
I just had to read TV recaps online to keep up with my shows. I have 600 unread posts in Google Reader. I'm completely detached. #sxsw,Neutral emotion
Interested to see what Google will have to show off when they unveil #Circles at #sxsw.,Neutral emotion
No Android version? RT @mention @mention Download the @mention for iPhone to reserve your space during #sxsw!,Neutral emotion
"So Annoyed with #SXSW schedule app that has bad #ui for iPad. My fingers ain't THAT fat, y'all.",Negative emotion
{link} Did you hear? AppleÛªs opening a temporary store just for #SXSW! (via @mention,Positive emotion
HTML 5 and you. At the google booth. #sxsw  {link},Neutral emotion
Don't hold your breath about Google Circles (at least during #SXSW): {link},Neutral emotion
"Stay tuned, @mention up next on the emergency iPad station at #sxsw, facebook bullying and online privacy: {link}",Neutral emotion
"Now: Poked, Liked and Re-tweeted - a Google Love Story - Alisa (iCrossing). #sxsw #futurefifteen",Neutral emotion
ballroom d: #marissagoogle talking about some cool projects (obv). love the Google Art Project. #sxsw,Positive emotion
All packed! Charging the ipad for a busy day/weekend ahead. Also need to download the #SXSW apps for iphone/ipad!,Positive emotion
"IPAD FOUND!!! My friend Jeff has it!!!! #SXSW thanks to everyone who helped, especially @mention",Positive emotion
All Packed. A few too many #Apple devices. Alarm set for 5:15am. See ya'll at #SXSW. Psyched to meet (finally) many of you guys!,Positive emotion
Why should/shouldn't I get an iPad 2? Discuss :-) #SXSW,Neutral emotion
First ipad2 sighting at #SXSW interactive - infact everyone has at least 1 Apple product in use at all times,Positive emotion
#want ipad2? Win it here: {link} #sxsw,Positive emotion
Download Daily Grape  - a new app from @mention for the iPhone.  You can take him with you to the wine shop. #sxsw,Positive emotion
@mention dan die maar doen? :P RT @mention #sxsw ipad store sold out of everything except 64gig wifi only white,Neutral emotion
The MoST Dangerous ipad in my life.. {link} Jaqueline Bojan #sxsw,Neutral emotion
Cobra iRadar detection system coming to Android next month {link} #Android #GPS #iPhone #SXSW,Positive emotion
iPad 2 Update: ONLINE sales start at 12:01am PST | 3am EST on 3/11/11 | 2-day Free Shipping |FYI: #SXSW - Popup store downtown Austin #apple,Neutral emotion
"Mobile updates RT @mention Hoot! New Blog post: HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android {link}",Neutral emotion
#JustMet David from Beyond. We both had stories of guys making drunken ipad purchases at the Apple pop up store. #SXSW #whattechnerdsdodrunk,Neutral emotion
"Exciting day at #sxsw to day. Now Tim Ferriss, and rumors about launch of Google Circles later...",Positive emotion
It's pie day at the google booth at #sxsw #mylunch,Positive emotion
#MusicMonday have a great time #SXSW I played there with the White Stripes &amp; 60SecondCrush @mention Detroit Showcase in LUCYS! {link},Neutral emotion
"Happy Pi Day!  (If google doesn't launch Circles on Pi day, it doesn't exist) #sxsw",Neutral emotion
